credit_score,annual_income,loan_amount,loan_term_months,num_credit_lines,debt_to_income,employment_years,missed_payments,has_mortgage,education_level,loan_purpose,num_dependents,approved
552,134833.0,15582,12,18,0.398,15.0,6,0,bachelor,home_improvement,2,1
798,84002.0,40958,24,9,0.477,7.0,3,0,master,business,4,1
334,61553.0,42912,36,3,0.588,12.0,9,0,high_school,vacation,0,0
389,18088.0,1814,36,10,0.473,4.0,9,1,bachelor,home_improvement,0,0
717,60783.0,10740,36,11,0.137,5.0,6,0,high_school,home_improvement,0,1
414,16115.0,25719,60,2,0.174,26.0,8,1,bachelor,medical,3,0
495,87908.0,36545,24,8,0.469,2.0,8,1,high_school,car,0,0
800,84109.0,21150,12,11,0.34,7.0,8,0,bachelor,business,4,1
792,17978.0,5958,36,18,0.212,3.0,9,0,high_school,business,1,1
374,123943.0,4825,24,7,0.309,24.0,9,0,master,car,1,0
712,24422.0,15800,60,14,0.553,20.0,5,0,master,business,3,1
675,104233.0,10999,60,7,0.466,16.0,0,0,high_school,vacation,3,1
719,71174.0,21854,24,1,0.298,,7,0,master,car,4,1
576,52743.0,46732,12,12,0.589,7.0,5,0,high_school,medical,2,0
693,145288.0,28315,24,1,0.487,,6,0,bachelor,car,3,1
756,144000.0,40540,24,3,0.053,18.0,1,0,bachelor,home_improvement,3,1
491,137778.0,10481,48,2,0.112,28.0,2,1,bachelor,medical,4,1
398,44430.0,49505,60,3,0.355,13.0,5,1,high_school,home_improvement,1,0
847,43834.0,18246,12,4,0.242,8.0,2,1,bachelor,medical,4,1
395,39435.0,23601,48,14,0.497,11.0,4,0,bachelor,car,0,0
489,102212.0,11677,24,18,0.543,12.0,3,1,bachelor,home_improvement,2,1
336,70797.0,30552,60,5,0.182,22.0,4,0,bachelor,medical,3,0
668,69555.0,23322,48,15,0.47,27.0,7,0,master,business,2,0
824,100350.0,3355,48,16,0.344,26.0,3,1,bachelor,home_improvement,4,1
578,,10157,12,8,0.266,7.0,8,1,bachelor,vacation,1,0
516,75261.0,36163,24,8,0.483,2.0,2,1,high_school,medical,2,0
572,16995.0,26914,12,7,0.361,21.0,6,1,bachelor,business,3,0
361,,34292,48,6,0.399,27.0,6,1,bachelor,business,0,0
641,30522.0,1561,48,7,0.084,14.0,0,0,phd,car,2,1
696,144632.0,9167,12,19,0.372,19.0,2,1,bachelor,car,4,1
318,89034.0,17184,48,1,0.215,28.0,9,0,bachelor,home_improvement,4,0
476,57322.0,25497,36,13,0.321,18.0,0,1,bachelor,home_improvement,2,0
695,82638.0,24800,60,7,0.172,3.0,7,1,master,vacation,4,1
744,116334.0,38432,24,1,0.388,1.0,9,1,bachelor,business,2,1
532,45846.0,2205,60,10,0.131,4.0,4,1,high_school,medical,2,0
375,88643.0,13039,24,13,0.118,23.0,3,0,high_school,vacation,1,0
564,129930.0,46161,48,4,0.154,20.0,2,1,master,vacation,4,1
754,39399.0,36006,12,7,0.5,1.0,6,0,bachelor,vacation,1,1
683,138182.0,18544,12,6,0.068,6.0,7,0,high_school,medical,4,1
805,63591.0,13987,48,6,0.451,23.0,7,1,master,vacation,1,1
666,50877.0,6239,24,11,0.081,10.0,0,0,master,car,0,1
443,99106.0,45785,48,9,0.376,11.0,6,1,master,car,4,0
368,93018.0,24358,24,7,0.475,3.0,4,0,master,car,1,0
398,114854.0,18138,48,9,0.177,2.0,1,1,high_school,vacation,0,1
695,135832.0,23984,48,6,0.158,7.0,7,1,phd,vacation,0,1
324,101576.0,29428,48,19,0.209,25.0,1,1,phd,business,0,0
768,107508.0,10096,12,14,0.435,17.0,5,1,high_school,home_improvement,1,1
783,61835.0,48582,24,1,0.19,22.0,4,1,high_school,business,0,1
450,57464.0,25536,48,16,0.326,25.0,5,0,bachelor,car,3,0
443,127454.0,47059,60,9,0.124,23.0,9,1,high_school,home_improvement,4,1
338,131062.0,3621,60,15,0.304,4.0,7,1,master,business,3,0
408,82445.0,36958,12,19,0.394,15.0,8,0,bachelor,medical,3,0
341,125454.0,4948,36,10,0.09,22.0,2,0,master,medical,4,1
485,136906.0,2287,12,16,0.498,11.0,2,1,phd,medical,3,1
697,113384.0,24902,36,3,0.566,8.0,6,0,phd,car,0,1
522,75032.0,48358,12,19,0.156,28.0,2,0,high_school,home_improvement,2,1
432,128521.0,22164,60,13,0.468,,9,0,bachelor,car,3,0
462,131378.0,16668,48,14,0.222,4.0,4,0,master,medical,4,1
514,32140.0,2772,24,7,0.422,19.0,9,1,bachelor,vacation,1,0
534,17670.0,33238,48,2,0.219,18.0,3,1,bachelor,car,1,1
308,51519.0,39968,60,14,0.524,14.0,8,1,phd,home_improvement,0,0
373,59512.0,16762,24,17,0.241,21.0,7,0,bachelor,car,3,0
791,118565.0,36906,36,13,0.517,19.0,8,1,bachelor,home_improvement,2,1
552,120156.0,8213,36,2,0.471,10.0,5,1,master,vacation,1,1
529,,15941,60,5,0.158,19.0,1,1,bachelor,business,2,1
818,23630.0,31345,24,4,0.136,12.0,7,1,high_school,home_improvement,0,1
473,122461.0,36184,48,3,0.479,22.0,0,1,high_school,home_improvement,4,1
467,89191.0,16964,60,14,0.265,29.0,4,0,high_school,medical,4,1
469,115591.0,27855,36,11,0.572,25.0,1,1,bachelor,medical,0,0
692,78753.0,18968,60,8,0.569,12.0,6,0,bachelor,vacation,2,1
493,75520.0,2046,48,9,0.431,20.0,4,1,high_school,car,2,0
816,19008.0,15909,12,16,0.325,16.0,9,0,high_school,business,2,1
328,122408.0,14578,12,3,0.157,28.0,2,1,high_school,business,0,0
464,15496.0,24368,48,10,0.535,20.0,6,0,bachelor,vacation,1,0
721,114767.0,29599,24,1,0.095,28.0,2,0,high_school,business,1,1
638,38212.0,6719,60,9,0.254,15.0,5,0,master,car,3,1
795,35637.0,16960,48,16,0.226,21.0,3,1,phd,medical,4,1
664,60227.0,24606,12,9,0.577,16.0,9,0,high_school,vacation,4,1
641,134753.0,49366,36,12,0.115,18.0,1,0,high_school,business,3,1
799,135118.0,16624,48,1,0.54,21.0,8,1,high_school,vacation,2,1
810,24884.0,40179,48,16,0.301,13.0,5,1,high_school,vacation,0,1
626,131481.0,41842,48,8,0.076,22.0,4,1,bachelor,home_improvement,4,1
516,83259.0,11352,12,14,0.451,6.0,4,0,high_school,home_improvement,2,0
600,64810.0,31885,12,14,0.105,22.0,7,0,bachelor,vacation,1,1
431,144926.0,16003,48,10,0.18,8.0,4,0,bachelor,home_improvement,2,1
369,19761.0,10223,48,1,0.49,1.0,7,0,master,business,3,0
551,31375.0,32433,24,6,0.135,18.0,7,1,master,vacation,0,0
714,117654.0,13718,36,9,0.229,22.0,0,1,bachelor,home_improvement,4,1
744,47975.0,2315,60,19,0.249,5.0,3,1,phd,business,3,1
481,147955.0,22553,60,16,0.374,29.0,8,0,bachelor,medical,1,1
466,89489.0,25682,60,19,0.484,0.0,1,0,master,medical,1,0
390,23381.0,20464,12,11,0.177,25.0,3,0,bachelor,vacation,0,0
830,77999.0,42704,12,11,0.163,6.0,3,0,bachelor,car,4,1
338,64907.0,32419,24,14,0.172,15.0,0,1,bachelor,business,1,0
425,85467.0,14767,12,7,0.26,1.0,9,1,bachelor,vacation,3,0
750,57623.0,7466,48,12,0.344,3.0,9,0,bachelor,home_improvement,1,1
472,125724.0,32028,36,5,0.057,22.0,6,0,master,medical,4,1
519,118069.0,48953,36,1,0.479,19.0,0,1,bachelor,home_improvement,2,1
357,34996.0,38858,36,11,0.56,21.0,4,0,high_school,business,1,0
775,120682.0,5240,36,15,0.514,13.0,7,1,high_school,vacation,1,1
755,98609.0,32459,60,10,0.07,28.0,3,1,master,medical,1,1
660,116490.0,26396,60,15,0.338,10.0,4,0,master,business,2,1
300,86325.0,17795,48,13,0.498,8.0,9,0,high_school,medical,4,0
686,43930.0,25689,24,15,0.239,4.0,2,1,high_school,medical,3,1
647,129426.0,15910,12,2,0.543,2.0,4,0,phd,vacation,4,1
489,32529.0,3446,12,13,0.538,21.0,2,1,bachelor,vacation,0,0
804,,4346,60,12,0.128,19.0,3,0,high_school,car,3,1
490,22942.0,46179,36,4,0.321,24.0,2,1,high_school,car,2,1
807,22548.0,41517,48,12,0.064,1.0,4,1,master,car,0,1
668,130248.0,5142,24,15,0.205,9.0,1,0,high_school,car,1,1
708,112780.0,17070,60,13,,20.0,8,1,bachelor,home_improvement,1,1
416,15296.0,47955,48,2,0.586,28.0,2,0,bachelor,car,4,0
433,82945.0,8087,48,16,0.552,24.0,9,0,bachelor,home_improvement,2,0
357,74980.0,24752,60,14,0.073,9.0,0,1,high_school,medical,2,0
472,71782.0,16635,48,2,0.56,6.0,4,1,phd,home_improvement,1,0
448,111382.0,23218,36,17,0.502,14.0,3,1,high_school,medical,1,0
379,68444.0,32873,48,16,0.527,4.0,1,0,bachelor,car,2,0
512,50036.0,49575,24,4,0.553,7.0,7,1,bachelor,home_improvement,2,0
502,54322.0,43965,48,11,0.318,17.0,8,1,high_school,medical,4,0
528,66667.0,46039,12,13,0.166,19.0,5,1,bachelor,car,1,1
526,109527.0,15724,48,6,0.062,28.0,7,1,high_school,medical,2,1
831,98337.0,32351,60,17,0.063,5.0,1,1,bachelor,vacation,0,1
740,66468.0,32433,12,1,0.403,22.0,5,1,high_school,medical,0,1
701,87894.0,10261,60,9,0.236,10.0,0,1,bachelor,car,0,1
346,78138.0,14479,24,18,0.323,7.0,9,1,high_school,business,3,0
532,37588.0,16804,36,11,0.122,28.0,2,1,phd,vacation,0,1
604,77901.0,28245,24,14,0.587,3.0,6,0,master,home_improvement,2,0
825,98038.0,46101,12,2,0.121,24.0,0,1,master,vacation,3,1
442,146732.0,13827,36,11,0.295,6.0,5,1,master,car,1,1
714,122211.0,43368,48,2,0.294,1.0,6,0,bachelor,medical,2,1
812,21922.0,45700,12,4,0.055,14.0,2,1,high_school,business,0,1
672,108697.0,13040,36,13,0.417,29.0,7,0,phd,car,1,1
558,132217.0,20477,60,6,0.346,8.0,7,1,bachelor,medical,0,1
770,84506.0,17127,36,7,0.324,22.0,4,1,master,car,4,1
311,139338.0,22182,60,3,0.5,20.0,1,0,bachelor,business,3,0
629,42843.0,27049,60,4,0.183,18.0,1,1,high_school,medical,1,1
657,118064.0,25527,36,3,0.524,24.0,4,0,bachelor,business,0,1
707,141417.0,13473,24,1,0.526,22.0,3,1,bachelor,medical,4,1
672,131585.0,17709,24,19,0.505,18.0,3,0,high_school,vacation,3,1
307,45346.0,34974,60,13,0.238,4.0,4,1,bachelor,car,0,0
421,,43464,12,14,0.139,18.0,0,1,master,home_improvement,2,1
647,126769.0,14714,36,16,0.311,2.0,6,0,high_school,home_improvement,4,1
389,117391.0,35208,12,4,0.193,11.0,2,1,high_school,car,1,1
615,88143.0,32945,24,17,0.079,6.0,9,1,bachelor,home_improvement,0,1
477,51787.0,22568,12,10,0.204,24.0,9,1,bachelor,business,1,0
839,48583.0,10147,48,7,0.308,4.0,7,1,phd,home_improvement,2,1
340,136943.0,17267,48,13,,11.0,8,1,high_school,car,1,1
801,126233.0,42514,24,13,,26.0,7,1,phd,vacation,4,1
444,29925.0,32452,12,14,0.411,3.0,1,1,phd,car,3,0
500,98184.0,6136,36,6,0.125,19.0,6,1,phd,car,0,1
760,91515.0,33579,24,16,0.497,18.0,3,0,high_school,medical,3,1
846,61069.0,32516,48,9,0.56,12.0,4,0,high_school,home_improvement,0,1
552,115854.0,12446,24,16,0.195,14.0,9,0,high_school,home_improvement,1,1
689,69471.0,46099,12,12,0.129,23.0,4,0,master,medical,1,1
555,47705.0,25524,12,16,0.227,9.0,8,1,master,business,4,0
749,143501.0,14188,12,5,0.508,27.0,1,0,high_school,business,1,1
309,131361.0,39587,60,11,0.146,0.0,1,1,high_school,medical,2,0
541,102273.0,41837,12,1,0.479,2.0,2,0,bachelor,home_improvement,4,0
550,38241.0,46537,48,10,0.444,,4,1,high_school,business,0,0
304,65818.0,6560,48,11,0.408,15.0,3,0,bachelor,business,1,0
418,107307.0,46621,60,15,0.288,11.0,9,0,master,vacation,0,0
673,81920.0,44227,48,3,0.252,15.0,9,1,bachelor,business,1,1
364,133642.0,37397,48,15,0.097,10.0,8,1,master,home_improvement,4,1
445,80453.0,12657,24,11,0.247,10.0,2,1,high_school,vacation,2,1
523,37689.0,39082,12,9,0.381,27.0,0,1,high_school,vacation,0,0
538,45844.0,19840,24,2,0.544,22.0,4,0,bachelor,home_improvement,3,0
476,110687.0,42430,24,12,0.508,21.0,7,0,master,medical,1,0
581,38365.0,41397,48,16,0.068,13.0,0,1,bachelor,car,4,1
362,113303.0,12324,36,16,0.126,16.0,0,1,high_school,business,0,1
516,43523.0,26247,12,1,0.517,18.0,5,1,high_school,medical,4,0
760,127105.0,18558,36,16,0.567,10.0,6,0,bachelor,car,0,1
404,63888.0,20943,48,6,0.081,3.0,7,0,high_school,home_improvement,2,0
398,128884.0,40460,60,14,0.436,9.0,7,0,high_school,business,1,1
810,121968.0,42986,24,11,0.251,26.0,2,1,high_school,medical,0,1
684,65110.0,45514,48,1,0.25,22.0,3,1,bachelor,car,3,1
704,146565.0,16372,48,17,,18.0,8,1,bachelor,home_improvement,1,1
817,97001.0,13631,36,19,0.496,3.0,4,1,high_school,vacation,1,1
775,54767.0,2472,60,2,0.201,29.0,8,1,high_school,vacation,4,1
736,44550.0,27955,24,14,,10.0,4,0,bachelor,vacation,1,1
322,149042.0,48367,60,8,0.4,6.0,4,1,bachelor,home_improvement,0,0
757,113315.0,31802,60,6,0.335,19.0,8,1,bachelor,car,2,1
382,110494.0,5872,60,9,0.381,8.0,5,1,bachelor,home_improvement,0,0
444,142424.0,28547,12,5,0.06,27.0,2,1,master,vacation,1,1
384,128855.0,44341,60,5,0.052,21.0,4,0,bachelor,home_improvement,3,1
377,97681.0,14691,48,18,0.353,1.0,0,1,bachelor,business,3,1
756,116489.0,45250,12,14,0.338,26.0,8,1,master,car,0,1
300,145546.0,5753,12,12,0.089,0.0,9,1,master,business,0,0
350,43900.0,2833,60,12,0.321,7.0,9,1,master,vacation,0,0
745,29126.0,39696,48,6,0.467,26.0,6,1,bachelor,car,0,1
748,126198.0,9645,24,4,0.348,18.0,0,1,bachelor,business,4,1
787,94303.0,40584,60,15,0.335,22.0,3,1,bachelor,home_improvement,0,1
333,82061.0,31441,12,15,0.445,15.0,1,1,master,medical,4,0
647,31978.0,41024,24,17,0.145,13.0,2,1,high_school,home_improvement,1,1
394,71344.0,44317,24,3,0.302,,3,1,master,vacation,0,0
371,61648.0,16062,12,10,0.131,18.0,1,0,bachelor,medical,0,0
453,16055.0,10635,24,8,0.338,29.0,9,0,high_school,car,3,0
549,90582.0,21064,48,9,0.376,24.0,0,1,bachelor,medical,1,1
737,96214.0,10940,48,3,0.117,21.0,3,0,bachelor,car,1,1
417,122954.0,36169,60,1,0.092,21.0,8,0,phd,business,0,0
605,53725.0,14111,60,11,0.142,5.0,8,1,high_school,business,1,0
567,68380.0,45131,24,13,0.372,14.0,8,0,phd,business,2,1
353,68333.0,46200,12,12,0.154,12.0,2,0,master,business,3,0
535,57459.0,30739,48,7,0.201,29.0,0,0,bachelor,business,1,1
688,131518.0,43746,36,2,0.436,18.0,0,0,high_school,medical,2,1
700,51163.0,18793,60,1,0.187,21.0,2,0,master,car,0,1
602,99730.0,19146,48,3,0.269,3.0,9,1,bachelor,business,3,1
506,34476.0,34677,24,4,0.561,1.0,7,0,bachelor,business,3,0
528,83580.0,1760,48,17,0.504,2.0,3,1,master,car,3,0
374,120576.0,24022,48,18,0.191,13.0,7,1,bachelor,medical,2,1
734,101593.0,6612,24,17,0.379,29.0,6,0,high_school,business,4,1
402,124071.0,37008,60,19,0.416,3.0,7,1,high_school,medical,3,0
721,129832.0,28265,60,4,0.545,15.0,1,1,master,business,2,1
605,83682.0,1530,36,17,0.351,10.0,7,1,high_school,medical,4,1
397,,10551,36,2,0.359,28.0,8,1,high_school,vacation,2,0
634,119060.0,29394,60,10,0.539,12.0,9,0,bachelor,business,2,1
734,98030.0,43987,60,12,0.08,0.0,5,1,master,business,2,1
746,135360.0,49984,60,13,0.395,12.0,2,0,phd,home_improvement,3,1
607,100973.0,3560,60,11,0.279,14.0,6,0,high_school,home_improvement,0,1
548,51731.0,19561,48,8,0.55,6.0,8,1,master,medical,3,0
465,129360.0,6103,36,5,0.578,27.0,7,0,bachelor,home_improvement,3,1
780,16750.0,25090,24,2,0.144,4.0,7,1,master,medical,3,1
634,80018.0,18921,12,12,0.205,27.0,6,0,master,business,3,1
841,101984.0,43233,24,2,0.2,26.0,4,1,bachelor,business,4,1
405,122983.0,3781,12,6,0.105,24.0,1,1,bachelor,vacation,4,1
380,43451.0,18330,48,19,0.316,29.0,4,0,phd,vacation,2,0
432,108743.0,6257,36,12,0.332,5.0,4,0,bachelor,home_improvement,1,1
437,86474.0,35956,12,13,0.365,29.0,1,1,bachelor,business,1,1
483,27150.0,39831,60,17,0.415,23.0,9,0,bachelor,medical,0,0
700,28406.0,16615,48,12,0.085,8.0,0,0,high_school,home_improvement,2,1
629,131047.0,1881,12,3,0.392,5.0,4,1,phd,vacation,0,1
807,138971.0,2847,60,8,0.553,28.0,5,0,bachelor,car,4,1
368,118157.0,40367,48,16,0.3,22.0,6,0,high_school,medical,3,0
845,33325.0,23110,12,4,0.109,5.0,1,1,high_school,car,0,1
352,109415.0,38336,60,13,0.097,21.0,5,0,master,home_improvement,0,0
749,32669.0,17314,36,8,0.205,1.0,7,1,master,home_improvement,4,1
504,,31118,48,1,0.464,20.0,5,1,bachelor,car,2,1
425,87010.0,40931,12,3,0.194,5.0,2,0,phd,home_improvement,3,0
342,147915.0,44924,60,1,0.498,9.0,2,1,bachelor,home_improvement,3,1
410,65812.0,23966,36,15,0.501,4.0,6,1,master,business,2,0
482,31059.0,45023,60,18,0.301,19.0,1,1,high_school,medical,4,0
394,101269.0,12320,36,3,0.215,11.0,2,1,bachelor,vacation,4,1
673,40395.0,3216,12,15,0.379,5.0,6,1,bachelor,business,0,0
819,35202.0,26564,60,5,0.496,5.0,8,1,high_school,home_improvement,1,1
659,118235.0,39469,60,10,0.086,7.0,0,0,high_school,vacation,1,1
580,60510.0,25401,24,7,0.574,23.0,4,1,high_school,home_improvement,4,0
494,102945.0,12780,48,8,0.405,25.0,1,1,bachelor,medical,2,1
494,85649.0,11694,60,3,0.269,16.0,4,0,master,home_improvement,2,1
392,121723.0,5809,36,18,0.328,17.0,5,0,phd,car,1,0
360,17881.0,17562,48,17,0.262,10.0,7,0,high_school,car,2,0
350,60913.0,48160,12,16,0.277,0.0,6,1,high_school,car,2,0
702,126860.0,33441,48,13,0.378,25.0,4,0,high_school,car,3,1
304,99785.0,41539,24,4,0.083,6.0,4,1,master,vacation,2,0
765,77457.0,2929,12,3,0.146,7.0,1,1,high_school,car,3,1
833,20741.0,30617,60,11,0.175,2.0,5,0,master,home_improvement,3,1
704,112091.0,48074,12,2,0.274,18.0,2,1,high_school,business,1,1
812,,15244,12,18,0.254,15.0,5,1,bachelor,home_improvement,3,1
532,47833.0,33879,24,4,0.447,22.0,2,0,bachelor,home_improvement,4,0
823,117566.0,45179,36,17,0.193,7.0,1,0,bachelor,home_improvement,0,1
645,86240.0,12116,12,6,0.081,29.0,7,0,bachelor,home_improvement,3,1
345,121898.0,23418,36,10,0.08,28.0,3,1,bachelor,business,4,0
845,92711.0,16707,48,11,0.056,5.0,4,1,bachelor,car,4,1
377,54023.0,18765,24,5,0.071,23.0,8,1,high_school,medical,2,0
372,55209.0,36895,60,18,0.522,1.0,3,1,bachelor,vacation,4,0
548,108590.0,14100,12,10,0.433,22.0,0,0,master,business,2,1
346,101612.0,24867,36,9,0.598,11.0,5,1,bachelor,business,4,0
420,95522.0,44971,12,16,0.061,29.0,4,0,master,business,1,1
513,126654.0,2208,24,10,0.517,20.0,9,0,high_school,vacation,1,0
538,134107.0,45085,60,10,0.433,5.0,2,0,master,home_improvement,1,1
355,37462.0,1036,48,4,0.402,13.0,4,1,bachelor,vacation,1,0
649,32821.0,19212,48,14,0.246,6.0,7,0,bachelor,business,1,0
406,107889.0,12252,36,8,0.257,8.0,0,0,high_school,home_improvement,4,1
347,103952.0,20725,48,1,0.515,6.0,3,1,high_school,business,3,0
636,133066.0,8006,36,16,0.442,14.0,2,1,bachelor,medical,3,1
325,94364.0,48835,60,17,0.419,11.0,3,0,master,car,3,0
556,85077.0,25059,12,10,0.067,26.0,1,1,phd,car,1,1
307,55644.0,6347,24,6,0.151,16.0,1,0,phd,business,1,0
552,77643.0,33171,60,7,0.579,14.0,1,1,high_school,home_improvement,4,1
602,28311.0,29517,60,18,0.3,14.0,2,0,high_school,medical,3,1
355,144466.0,25274,48,2,0.48,20.0,8,1,master,medical,2,0
825,45531.0,34577,48,9,0.264,29.0,4,1,phd,home_improvement,1,1
773,29588.0,28648,24,5,0.47,26.0,3,0,high_school,home_improvement,0,1
327,64416.0,5118,12,8,0.116,13.0,3,1,bachelor,medical,0,0
377,36711.0,18910,60,5,0.073,10.0,2,1,master,car,0,0
515,131348.0,14083,48,15,0.306,10.0,8,1,bachelor,car,4,1
685,37076.0,14187,60,8,,19.0,9,0,master,medical,2,0
664,99274.0,1424,12,5,0.228,12.0,0,1,high_school,vacation,1,1
825,72609.0,27641,36,5,0.444,12.0,5,1,master,medical,4,1
611,73480.0,35750,12,17,0.323,29.0,3,1,bachelor,business,3,1
306,22044.0,16918,60,9,0.561,7.0,7,0,bachelor,vacation,3,0
302,70486.0,24154,60,2,0.097,6.0,6,0,high_school,home_improvement,1,0
662,70162.0,49166,24,1,0.087,19.0,2,1,bachelor,medical,1,1
807,44882.0,12992,60,11,0.548,12.0,4,0,master,medical,0,1
573,69078.0,35001,48,15,0.418,10.0,3,0,bachelor,vacation,2,1
805,73734.0,43757,24,1,0.419,18.0,3,0,phd,medical,0,1
314,123730.0,15546,60,7,0.065,5.0,9,0,high_school,business,2,0
491,102985.0,42524,12,19,0.566,,7,1,bachelor,car,4,0
784,59028.0,4019,60,15,0.475,18.0,8,1,phd,medical,4,1
327,113938.0,2304,12,6,0.47,4.0,3,0,master,car,2,0
338,133319.0,47912,12,10,0.552,9.0,1,1,bachelor,home_improvement,4,0
572,47543.0,17832,60,12,0.368,0.0,0,1,master,home_improvement,2,0
530,139279.0,23791,12,13,0.267,25.0,9,1,high_school,medical,4,1
385,44362.0,11022,36,15,0.314,11.0,3,1,bachelor,home_improvement,3,0
773,57915.0,11350,24,19,0.477,25.0,7,0,phd,medical,1,1
425,66370.0,12818,60,17,0.473,23.0,4,1,phd,car,4,0
836,126375.0,34617,36,13,0.385,6.0,1,1,bachelor,vacation,4,1
444,84812.0,4962,12,2,0.17,7.0,3,0,high_school,medical,3,1
824,49017.0,5854,12,18,0.5,29.0,3,1,high_school,vacation,0,1
511,71792.0,35307,24,11,0.406,17.0,9,1,phd,car,3,0
324,144198.0,3944,36,5,0.172,6.0,4,1,master,car,4,1
693,32629.0,23327,36,4,0.314,13.0,1,0,bachelor,vacation,3,1
366,143614.0,4244,60,2,0.598,19.0,6,1,phd,medical,3,0
532,111950.0,23720,12,16,0.231,17.0,4,0,high_school,vacation,3,1
408,79829.0,26090,48,7,0.114,24.0,3,0,high_school,medical,2,1
445,25588.0,47023,60,8,0.062,20.0,7,0,bachelor,medical,3,0
410,146514.0,35359,60,8,0.152,22.0,1,0,high_school,vacation,3,1
527,,49536,60,2,0.153,3.0,0,0,phd,car,4,1
410,55721.0,8855,24,15,0.522,9.0,5,0,high_school,business,2,0
769,25599.0,2601,24,5,0.136,10.0,9,1,high_school,home_improvement,0,1
333,87594.0,32952,60,19,0.524,10.0,9,0,bachelor,business,2,0
668,149011.0,46577,48,10,0.098,19.0,7,0,master,car,2,1
724,37149.0,6690,36,9,0.549,18.0,6,0,high_school,home_improvement,2,1
817,142616.0,13521,36,8,0.191,0.0,8,0,bachelor,vacation,4,1
581,124034.0,35610,12,5,0.386,1.0,0,1,high_school,business,1,1
619,35951.0,11483,36,19,0.138,8.0,2,0,high_school,medical,4,1
742,61766.0,9058,36,13,0.265,16.0,8,0,high_school,car,4,1
614,72014.0,14704,48,14,0.097,,4,0,bachelor,car,0,1
676,102122.0,6565,36,8,0.369,1.0,5,1,bachelor,car,0,1
588,24308.0,44856,48,16,0.24,3.0,6,0,bachelor,business,0,0
736,74252.0,38256,24,5,0.519,26.0,2,0,bachelor,medical,1,1
576,98211.0,31615,48,1,0.15,6.0,6,1,bachelor,business,2,1
802,141534.0,42674,24,19,0.204,20.0,2,1,bachelor,medical,1,1
815,23720.0,2927,48,19,0.147,16.0,5,1,high_school,home_improvement,2,1
649,141204.0,16512,60,17,0.36,2.0,7,1,master,vacation,1,1
745,94993.0,9301,24,10,0.111,25.0,6,1,bachelor,car,4,1
649,62113.0,22313,24,5,0.154,8.0,4,0,high_school,medical,4,1
436,63926.0,9457,36,7,0.423,0.0,5,0,high_school,business,2,0
542,40905.0,6492,24,16,0.091,25.0,3,1,master,business,2,1
842,65385.0,4223,48,3,0.459,19.0,1,0,master,car,2,1
339,45653.0,23511,60,12,0.107,20.0,6,1,master,car,3,0
528,106865.0,22455,60,14,0.372,15.0,3,1,master,car,0,1
847,140813.0,34722,36,1,0.599,25.0,5,1,bachelor,home_improvement,3,1
522,30052.0,24434,48,7,0.146,2.0,9,0,high_school,vacation,3,0
305,,31341,48,18,0.194,18.0,1,1,bachelor,medical,4,0
621,98108.0,43309,12,4,0.544,15.0,1,1,bachelor,car,4,1
767,64892.0,16007,24,16,0.394,0.0,5,0,high_school,medical,2,1
374,106501.0,35342,36,11,0.321,,7,0,master,business,4,0
303,98391.0,27799,60,18,0.359,28.0,0,1,master,vacation,2,0
417,32920.0,16674,12,16,0.213,11.0,9,0,phd,vacation,3,0
803,31702.0,16426,48,7,0.52,19.0,6,1,bachelor,medical,0,1
740,16894.0,8095,24,3,0.46,23.0,5,1,master,business,4,1
493,45985.0,45791,60,5,0.403,5.0,4,1,master,business,3,0
691,140702.0,25104,12,18,0.562,2.0,9,0,master,home_improvement,2,1
325,88527.0,4255,48,17,0.368,27.0,7,1,bachelor,car,4,0
734,143676.0,34826,60,1,0.332,6.0,0,0,bachelor,business,0,1
472,57235.0,35725,60,16,0.587,2.0,4,0,high_school,car,4,0
599,39976.0,24032,48,15,0.163,12.0,5,0,high_school,car,2,0
625,97643.0,5944,48,13,0.128,15.0,3,0,bachelor,medical,3,1
709,122631.0,38826,36,7,0.139,13.0,9,0,master,car,3,1
417,71697.0,31497,60,3,,8.0,9,0,bachelor,medical,0,0
524,85382.0,28723,48,13,0.409,7.0,1,1,bachelor,vacation,0,1
831,31651.0,36287,12,16,0.218,14.0,7,1,master,business,3,1
412,,12845,24,1,0.187,18.0,4,0,master,medical,1,0
439,94164.0,25297,36,1,0.081,12.0,9,1,bachelor,home_improvement,3,0
300,15569.0,3570,48,16,0.123,13.0,5,1,bachelor,medical,2,0
389,82509.0,28503,24,2,0.549,10.0,8,1,phd,car,4,0
619,138425.0,8450,36,18,0.461,17.0,1,1,master,home_improvement,1,1
849,116126.0,21271,60,18,0.568,2.0,4,1,master,car,3,1
438,142522.0,41471,24,5,0.283,28.0,0,0,master,home_improvement,4,1
810,48038.0,16898,36,5,0.381,3.0,2,0,phd,medical,0,1
558,53138.0,15389,48,8,0.316,2.0,5,0,bachelor,car,3,0
309,125740.0,49182,48,9,0.535,24.0,7,0,master,medical,1,0
